Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2006,2006,kg/ha,1578.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2007,2007,ha,82,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2007,2007,kg/ha,1585.4,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2008,2008,ha,34,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2008,2008,kg/ha,1470.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2009,2009,ha,17,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2009,2009,kg/ha,1470.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2010,2010,ha,239,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2010,2010,kg/ha,1506.3,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2011,2011,ha,240,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2011,2011,kg/ha,1509.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2012,2012,ha,250,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2012,2012,kg/ha,1500,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2013,2013,ha,250,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2013,2013,kg/ha,1500,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2014,2014,ha,231,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2014,2014,kg/ha,1519.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2015,2015,ha,197,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2015,2015,kg/ha,1530,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2016,2016,ha,226,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2016,2016,kg/ha,1515.4,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2017,2017,ha,218,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2017,2017,kg/ha,1521.3,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2018,2018,ha,215,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2018,2018,kg/ha,1534.1,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2019,2019,ha,218,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2019,2019,kg/ha,1540.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2020,2020,ha,217,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2020,2020,kg/ha,1532,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2021,2021,ha,217,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2021,2021,kg/ha,1535.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2022,2022,ha,217,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2022,2022,kg/ha,1536.1,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2023,2023,ha,217,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2023,2023,kg/ha,1534.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1961,1961,ha,2700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1961,1961,kg/ha,4444.4,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1962,1962,ha,2700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1962,1962,kg/ha,4444.4,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1963,1963,ha,2700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1963,1963,kg/ha,4444.4,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1964,1964,ha,2700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1964,1964,kg/ha,4444.4,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1965,1965,ha,2700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1965,1965,kg/ha,4444.4,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1966,1966,ha,2800,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1966,1966,kg/ha,4642.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1967,1967,ha,2800,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1967,1967,kg/ha,4642.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1968,1968,ha,2800,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1968,1968,kg/ha,4642.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1969,1969,ha,2800,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1969,1969,kg/ha,4642.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1970,1970,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1970,1970,kg/ha,4666.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1971,1971,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1971,1971,kg/ha,4666.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1972,1972,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1972,1972,kg/ha,4666.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1973,1973,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1973,1973,kg/ha,5333.3,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1974,1974,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1974,1974,kg/ha,5333.3,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1975,1975,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1975,1975,kg/ha,5333.3,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1976,1976,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1976,1976,kg/ha,5333.3,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1977,1977,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1977,1977,kg/ha,5666.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1978,1978,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1978,1978,kg/ha,5666.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1979,1979,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1979,1979,kg/ha,5666.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1980,1980,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1980,1980,kg/ha,5000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1981,1981,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1981,1981,kg/ha,5000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1982,1982,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1982,1982,kg/ha,5000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1983,1983,ha,3050,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1983,1983,kg/ha,5901.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1984,1984,ha,3050,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1984,1984,kg/ha,5901.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1985,1985,ha,3050,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1985,1985,kg/ha,5901.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1986,1986,ha,3050,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1986,1986,kg/ha,5901.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1987,1987,ha,3050,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1987,1987,kg/ha,5901.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1988,1988,ha,3050,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1988,1988,kg/ha,5901.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1989,1989,ha,3050,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1989,1989,kg/ha,5901.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1990,1990,ha,3055,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1990,1990,kg/ha,5796.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1991,1991,ha,3955,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1991,1991,kg/ha,4803.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1992,1992,ha,3753,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1992,1992,kg/ha,4796.2,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1993,1993,ha,3440,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1993,1993,kg/ha,4788.8,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1994,1994,ha,3306,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1994,1994,kg/ha,4781.1,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1995,1995,ha,3090,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1995,1995,kg/ha,4855,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1996,1996,ha,3257,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1996,1996,kg/ha,4912.8,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1997,1997,ha,3000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1997,1997,kg/ha,5000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1998,1998,ha,2679,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1998,1998,kg/ha,4852.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",1999,1999,ha,2913,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",1999,1999,kg/ha,4805.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2000,2000,ha,3100,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2000,2000,kg/ha,4677.4,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2001,2001,ha,3200,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2001,2001,kg/ha,4687.5,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2002,2002,ha,3300,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2002,2002,kg/ha,4697,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2003,2003,ha,3400,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2003,2003,kg/ha,4705.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2004,2004,ha,3500,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2004,2004,kg/ha,4714.3,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2005,2005,ha,3600,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2005,2005,kg/ha,4694.4,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2006,2006,ha,3700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2006,2006,kg/ha,4729.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2007,2007,ha,3800,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2007,2007,kg/ha,4736.8,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2008,2008,ha,4000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2008,2008,kg/ha,4750,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2009,2009,ha,3996,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2009,2009,kg/ha,4484.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2010,2010,ha,3958,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2010,2010,kg/ha,4317.4,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2011,2011,ha,4011,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2011,2011,kg/ha,4176.1,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2012,2012,ha,4500,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2012,2012,kg/ha,3555.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2013,2013,ha,3977,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2013,2013,kg/ha,3905.1,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2014,2014,ha,3955,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2014,2014,kg/ha,3832,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2015,2015,ha,4030,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2015,2015,kg/ha,3813.5,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2016,2016,ha,4120,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2016,2016,kg/ha,3743.1,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2017,2017,ha,4216,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2017,2017,kg/ha,3635.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2018,2018,ha,4285,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2018,2018,kg/ha,3541.8,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2019,2019,ha,4367,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2019,2019,kg/ha,3442.5,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2020,2020,ha,4370,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2020,2020,kg/ha,3378,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2021,2021,ha,4404,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2021,2021,kg/ha,3403.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2022,2022,ha,4380,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2022,2022,kg/ha,3408.1,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other fruits, n.e.c.",2023,2023,ha,4385,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other fruits, n.e.c.",2023,2023,kg/ha,3396.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1961,1961,ha,1765,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1961,1961,kg/ha,6798.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1962,1962,ha,1830,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1962,1962,kg/ha,6776,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1963,1963,ha,1885,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1963,1963,kg/ha,6790.5,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1964,1964,ha,1945,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1964,1964,kg/ha,6786.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1965,1965,ha,1985,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1965,1965,kg/ha,6801,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1966,1966,ha,2205,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1966,1966,kg/ha,6802.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1967,1967,ha,2205,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1967,1967,kg/ha,6802.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1968,1968,ha,2200,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1968,1968,kg/ha,6818.2,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1969,1969,ha,2200,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1969,1969,kg/ha,6818.2,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1970,1970,ha,2450,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1970,1970,kg/ha,6938.8,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1971,1971,ha,2450,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1971,1971,kg/ha,6938.8,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1972,1972,ha,2400,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1972,1972,kg/ha,7083.3,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1973,1973,ha,2600,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1973,1973,kg/ha,6923.1,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1974,1974,ha,2600,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1974,1974,kg/ha,6923.1,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1975,1975,ha,2600,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1975,1975,kg/ha,6923.1,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1976,1976,ha,2600,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1976,1976,kg/ha,6923.1,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1977,1977,ha,2800,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1977,1977,kg/ha,7142.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1978,1978,ha,2800,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1978,1978,kg/ha,7142.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1979,1979,ha,2800,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1979,1979,kg/ha,7142.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1980,1980,ha,2900,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1980,1980,kg/ha,6896.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1981,1981,ha,3100,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1981,1981,kg/ha,7096.8,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1982,1982,ha,3400,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Other vegetables, fresh n.e.c.",1982,1982,kg/ha,7352.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Other vegetables, fresh n.e.c.",1983,1983,ha,3500,E,Estimated value,
